     MaNGAID     objRA    objDec    g_ps1    r_ps1    i_ps1    z_ps1 gerr_ps1 rerr_ps1 ierr_ps1 zerr_ps1
 3-98435648    9.89409  31.53466   15.818   14.741   14.313   14.064    0.005    0.002    0.010    0.002
 3-98587134  341.82671  23.38913   15.753   15.294   15.116   15.046    0.002    0.002    0.003    0.005
 3-98739640  322.91046   6.23161   15.678   14.477   13.683   13.327    0.006    0.008    0.008    0.006
 3-98900801  322.67912   5.91447   16.200   14.964   13.791   13.264    0.004    0.004    0.003    0.005
 4-10480     292.98801  38.54093   17.177   16.766   16.620   16.566  999.000    0.004    0.004  999.000
 4-10488     295.48926  38.58175   15.343   14.208 -999.000   13.390    0.004    0.005  999.000  999.000
 4-10569     293.29135  38.25967   17.786   17.233   17.043 -999.000    0.010    0.006    0.004  999.000
 4-10643     293.60364  38.55187   16.150   15.385   15.043   14.878    0.004    0.002    0.005    0.005
 4-10653     294.97833  38.57046   17.190   16.428   16.117   15.936    0.004    0.006    0.007    0.006
 4-11105     291.97100  37.59270   17.602   16.372   15.588   15.211    0.005    0.006    0.001    0.004
 4-11140     290.28439  37.44407   17.653   16.869   16.594   16.445  999.000    0.005    0.006    0.003
 4-1222       93.85668  44.87994   15.665   15.442   15.407   15.419    0.004    0.005    0.002    0.004
 4-12253     322.35990  11.88484   14.862   14.681   14.611   14.627    0.004    0.003    0.006    0.003
 4-12301     323.48155  11.56477   15.070   14.518   14.346   14.264    0.004    0.006    0.008    0.002
 4-12310     321.85382  12.53750   18.556   17.380   15.923   15.250    0.007    0.011    0.005    0.004
 4-12457     321.86699  13.06299   16.109   15.655   15.501   15.456    0.006    0.001    0.004    0.004
 4-12462     322.77749  13.19847   15.560   15.143   14.981   14.948    0.002    0.002    0.004    0.004
 4-12474     321.34286  12.32196   17.217   16.078   15.597   15.373    0.003    0.005    0.003    0.007
 4-1254       92.01874  43.04327   17.631   16.899   16.591   16.446    0.005    0.003    0.002    0.001
 4-12548     323.20710  13.08024   16.164   15.604   15.408   15.307    0.001    0.079    0.006    0.004
 4-1259       91.98706  45.12520   15.838   15.506   15.384   15.338    0.009    0.007    0.004    0.005
 4-1263       94.43983  43.69046   16.661   15.599   15.189   14.999    0.002    0.003    0.003    0.003
 4-12698     322.69346  10.93066   16.359   16.133   16.092   16.120    0.003    0.004    0.004    0.003
 4-1305       93.93176  43.97799   15.955   15.515   15.333   15.249    0.006    0.004    0.002    0.003
 4-13124     155.89574  15.30448   16.353   16.003   15.882   15.852    0.007    0.003    0.002    0.008
 4-13325     155.14280  14.82523   16.896   16.275   16.043   15.929    0.005    0.005    0.005    0.001
 4-13337     155.77244  13.92008   15.179   14.784   14.639   14.604    0.005    0.006    0.005    0.003
 4-1338       91.87299  44.58903   19.357   18.077   17.003   16.500    0.008    0.007    0.028    0.013
 4-13417     155.50701  14.28504   16.103   15.520   15.319   15.250    0.004    0.005    0.005    0.008
 4-13455     156.50397  15.49759   14.874   14.469   14.354   14.307    0.004    0.004    0.009    0.003
 4-13520     156.45947  16.04902   15.447   14.834   14.609   14.522    0.004    0.005    0.003    0.001
 4-13538     156.23289  13.92788   15.919   15.547   15.420   15.377    0.004    0.004    0.004    0.003
 4-13586     157.09337  15.14540   16.893   15.660   14.762   14.361    0.005    0.002    0.004    0.003
 4-13634     156.88721  16.02305   14.771   14.380   14.274   14.236    0.004    0.004    0.008    0.001
 4-13708     157.28345  14.54854   14.750   14.035   13.787   13.700    0.007    0.004    0.009    0.004
 4-1390       93.20605  43.91991   16.982   16.212   15.917   15.756    0.004    0.002    0.002    0.010
 4-15004      40.50414  38.26472   18.150   16.939   16.275   15.951    0.008    0.006    0.004    0.004
 4-15006      40.50292  38.20077   15.572   15.048   14.876   14.827    0.006    0.002    0.003    0.007
 4-15007      41.95374  36.42479   18.604   17.479   16.858   16.657    0.003    0.003    0.007    0.016
 4-15008      40.76275  36.46143   15.160   14.526   14.304   14.217    0.002    0.002    0.003    0.004
 4-15010      41.63828  36.89113   16.398   15.874   15.663   15.573    0.002    0.004    0.003    0.003
 4-15011      41.85692  37.49907   15.626   15.069   14.824   14.718    0.004    0.003    0.003    0.006
 4-15027      41.29752  37.03136   16.461   16.081   15.940   15.897    0.008    0.003    0.002    0.004
 4-15031      40.89214  37.92120   15.673   15.415   15.350   15.340    0.003    0.004    0.004    0.005
 4-15032      41.30168  38.15116   18.862   17.597   16.774   16.362    0.007    0.008    0.001    0.003
 4-15033      41.97217  37.46428   16.170   15.820   15.718   15.704    0.010    0.004    0.004    0.004
 4-15035      40.46304  38.10559   16.696   16.172   15.982   15.916    0.008    0.003    0.005    0.004
 4-15036      42.86506  38.17872   14.728   14.304   14.169   14.129    0.005    0.003    0.006    0.009
 4-15038      40.35904  36.43766   15.525   15.141   15.015   15.007    0.001    0.004    0.009    0.003
 4-15040      41.72627  37.34864   15.392   15.027   14.931   14.928    0.005    0.005    0.002    0.004
 4-15429      12.89353  40.65782   14.503   14.053   13.901   13.872    0.004    0.003    0.005    0.008
 4-1543       92.50269  44.07796   16.810   16.355   16.189   16.119    0.004    0.005    0.002    0.003
 4-16641     228.49136  68.09650   14.769   14.119   13.922   13.814    0.004    0.004    0.005  999.000
 4-1667      104.23971  24.53687   16.576   16.069   15.904   15.850    0.020    0.003    0.002    0.002
 4-1668      103.39305  24.25664   14.535   14.481   14.509   14.523  999.000    0.006    0.005    0.004
 4-1670      103.01395  24.17699   16.778   16.032   15.739   15.582  999.000    0.007    0.004    0.003
 4-1671      104.10052  24.34416   15.416   14.922   14.784   14.731    0.007    0.002    0.001  999.000
 4-1672      104.24958  24.69114   16.288   15.835   15.687   15.625    0.005    0.003    0.003  999.000
 4-16745     225.23377  67.62447   17.943   16.991   16.575   16.337    0.002    0.006    0.005    0.008
 4-1675      103.42984  24.40182   16.196   15.515   15.274   15.162    0.009    0.004    0.003    0.005
 4-1676      103.87829  24.26960   15.768   15.482   15.424   15.427    0.002    0.001    0.003    0.002
 4-16792     224.75325  66.57719   15.487   14.991   14.849   14.815    0.003    0.004    0.002    0.006
 4-16847     226.81675  67.38997   18.749   17.547   16.842   16.496    0.008    0.007    0.004    0.004
 4-16917     225.11816  67.11471   17.725   16.641   16.160   15.944    0.003    0.004    0.002    0.007
 4-16924     229.88857  67.85621   17.015   15.934   15.454   15.272    0.006    0.001    0.003    0.007
 4-1713      104.34306  24.83974   17.726   16.705   16.259   16.047    0.005    0.005    0.003    0.005
 4-17485     195.56092  42.44323   16.670   16.072   15.857   15.758    0.003    0.003    0.006    0.007
 4-1764      103.87310  24.34203   15.683   15.293   15.165   15.143    0.003    0.002    0.002    0.005
 4-1798      103.15967  24.58250   16.463   15.980   15.794   15.724    0.003    0.002    0.002    0.002
 4-1882      104.58738  24.65819   15.854   15.415   15.285   15.251    0.004    0.007    0.004    0.001
 4-1899      103.01513  24.44591   15.423   15.287   15.279   15.303    0.010    0.002    0.004    0.002
 4-19833     177.69224   0.81984   14.610   14.288   14.169   14.164    0.001    0.001    0.006    0.003
 4-19845     176.98634   0.49227   17.158   16.200   15.812   15.651    0.006    0.005    0.002    0.004
 4-19883     176.62262   1.35084   17.292   16.404   16.035   15.880    0.001    0.002    0.003    0.002
 4-19937     176.63636   2.20471   16.251   15.820   15.662   15.618    0.004    0.002    0.003    0.004
 4-20005     176.10516   1.79026   16.214   15.649   15.426   15.354    0.010    0.002    0.004    0.003
 4-20040     176.02036   0.75159   14.849   14.492   14.382   14.366    0.010    0.003    0.002    0.003
 4-20088     177.88416   1.55991   16.268   15.618   15.386   15.306    0.003    0.004    0.004    0.005
 4-20282     191.28173  11.20763   15.826   15.478   15.372   15.347    0.004    0.003    0.003    0.003
 4-20296     191.10181  12.82911   18.209   17.189   16.754   16.532    0.004    0.003    0.004    0.007
 4-20301     191.95595  11.89082   14.761   14.287   14.121   14.090    0.006    0.001    0.004    0.007
 4-20311     191.87396  11.18260   15.785   15.425   15.319   15.298    0.003    0.002    0.003    0.004
 4-2036      102.52063  24.70098   14.974   14.645   14.536   14.507  999.000    0.007    0.005    0.001
 4-20362     191.80355  13.03445   16.169   15.885   15.808   15.793    0.005    0.004    0.006    0.006
 4-20371     193.24849  11.85271   14.829   14.346   14.214   14.184    0.005    0.003    0.003    0.004
 4-20377     192.42976  13.16592   16.236   15.835   15.714   15.681    0.005    0.004    0.004    0.004
 4-20494     192.96505  13.03921   19.042   17.837   16.668   16.122    0.010    0.004    0.002    0.008
 4-20505     191.42489  12.40367   15.718   15.248   15.109   15.069    0.004    0.003    0.002    0.002
 4-20532     191.07160  11.55048   15.743   15.397   15.286   15.255    0.011    0.009    0.005    0.011
 4-20544     192.63344  11.91999   16.578   16.224   16.097   16.061    0.003    0.002    0.003    0.005
 4-20579     191.04742  12.29212   14.912   14.480   14.341   14.288    0.002    0.003    0.002    0.004
 4-20592     192.30234  12.67209   18.480   17.348   16.834   16.594    0.006    0.005    0.009    0.003
 4-20627     192.63952  11.26797   15.034   14.608   14.483   14.438    0.004    0.003    0.003    0.007
 4-2071      143.03409  26.79849   16.273   16.719   17.113   17.397    0.007    0.003    0.004    0.004
 4-20872     206.88702  -0.38349   14.604   14.294   14.192   14.182    0.004    0.004    0.004    0.003
 4-20899     206.33545   0.73889   14.722   14.173   13.991   13.917    0.005    0.003    0.007    0.003
 4-20905     206.88702  -0.38349   14.604   14.294   14.192   14.182    0.004    0.004    0.004    0.003
 4-21095     205.09118   0.60743   14.768   14.408   14.306   14.265    0.007    0.006  999.000    0.006
 4-21260     205.74646  -1.15865   16.970   16.378   16.171   16.078    0.003    0.006    0.005    0.003
 4-21387     206.48379   1.07330   16.889   15.970   15.641   15.488    0.005    0.005    0.003    0.005
 4-21461     205.01661  -0.21215   16.032   15.686   15.574   15.564    0.007    0.007    0.009    0.002
 4-21561     205.18763  -0.51766   15.700   15.271   15.127   15.094    0.001    0.004    0.001    0.003
 4-21622     204.98164   0.54194   16.425   15.890   15.676   15.596    0.006    0.006    0.004  999.000
 4-2428      142.85815  28.13060   15.056   14.486   14.294   14.227    0.002    0.003    0.002    0.002
 4-2558      142.33873  26.50468   17.010   16.450   16.260   16.174    0.003    0.003    0.006    0.005
 4-2579      140.59403  27.20752   14.817   14.370   14.230   14.189    0.008    0.006    0.004    0.003
 4-2582      140.50784  27.53355   16.748   16.305   16.169   16.134    0.005    0.006    0.002    0.003
 4-2622      141.37237  28.53696   16.043   15.592   15.447   15.416    0.002    0.002    0.004    0.003
 4-2666      140.79899  28.25780   15.294   14.794   14.642   14.588    0.003    0.004    0.003    0.004
 4-2676      141.75107  28.13670   16.604   16.168   16.040   15.994    0.005    0.004    0.004    0.002
 4-2747      141.68214  26.68123   15.605   15.011   14.806   14.733    0.003    0.003    0.003    0.004
 4-2782      142.05867  28.83149   14.587   14.224   14.100   14.076    0.005    0.006    0.005    0.008
 4-2793      142.63486  27.71572   15.416   14.463   14.096   13.937    0.004    0.003    0.002    0.005
 4-2838      143.07443  27.48638   16.540   16.118   15.984   15.944    0.004    0.004    0.004    0.005
 4-2840      141.07081  27.23723   15.643   14.694   14.295   14.123    0.003    0.003    0.002    0.003
 4-2855      140.96261  27.95053   14.949   14.458   14.303   14.245    0.002    0.004    0.005    0.004
 4-3062      131.20600  12.78974   15.356   14.916   14.763   14.727    0.009    0.002    0.002    0.003
 4-3401      131.75904  12.44013   15.591   14.968   14.761   14.689    0.003    0.003    0.004    0.005
 4-3427      131.00999  10.76603   15.506   15.018   14.880   14.823    0.003    0.006    0.005    0.003
 4-3468      131.78226  13.06585   17.047   16.366   16.279   16.065    0.010    0.018    0.039    0.018
 4-3527      130.82631  12.17384   14.829   14.247   14.019   13.905    0.004    0.004    0.006    0.002
 4-3602      132.56762  12.32620   14.480   14.122   14.025   13.999    0.006    0.005  999.000    0.007
 4-3743      130.48163  12.66598   19.351   18.095   17.008   16.493    0.003    0.004    0.003    0.005
 4-4093      138.28004  21.61294   15.865   15.412   15.272   15.235    0.005    0.007    0.003    0.004
 4-4097      137.55226  22.93014   19.162   17.952   16.705   16.135    0.014    0.007    0.004    0.003
 4-4145      138.58093  23.26529   15.899   15.199   14.918   14.791    0.003    0.003    0.002    0.005
 4-4186      139.71207  21.43462   15.972   15.665   15.585   15.582    0.005    0.004    0.006    0.005
 4-4231      139.88971  22.52707   17.472   16.386   15.938   15.716    0.005    0.007    0.006    0.002
 4-4333      137.54807  21.89058   17.055   16.392   16.155   16.065    0.006    0.005    0.004    0.002
 4-4334      137.78823  21.49301   16.640   16.230   16.076   16.049    0.010    0.010    0.008    0.006
 4-435       192.50767  42.16678   15.709   15.259   15.085   15.048    0.006    0.003    0.004    0.004
 4-4374      139.07909  23.37480   14.062   13.637   13.514   13.477    0.002  999.000  999.000    0.011
 4-4378      137.63972  22.33796   15.052   14.542   14.398   14.351    0.005    0.003    0.001    0.004
 4-4410      137.90107  23.07718   15.677   15.208   15.044   15.020    0.004    0.005    0.006    0.004
 4-4417      138.25615  22.60422   18.228   17.042   16.028   15.589    0.007    0.006    0.003    0.004
 4-4438      139.65417  23.26911   18.361   17.217   16.714   16.479    0.005    0.002    0.006    0.005
 4-4474      138.98412  22.09108   16.459   15.993   15.847   15.811    0.002    0.003    0.004    0.005
 4-4702      288.54460  42.05249   17.964   16.862   16.402   16.176    0.004    0.006    0.003    0.004
 4-5001      286.58100  43.38813   17.828   16.672   16.117   15.867    0.002    0.004    0.003    0.005
 4-501       193.68800  41.89478   15.669   15.162   15.019   14.969    0.005    0.003    0.004    0.004
 4-5883      297.96286  42.30121   16.847   15.897   15.439   15.177    0.002  999.000    0.005    0.004
 4-5950      297.74283  42.05027   16.446   15.707   15.406   15.234    0.001    0.003    0.005    0.003
 4-633       195.26969  42.03859   15.595   15.243   15.131   15.098    0.002    0.003    0.003    0.009
 4-6578      293.18719  40.12678   17.329   16.498   16.167   15.993    0.004    0.003    0.004    0.007
 4-6654      293.41806  40.16695   16.492   15.463   15.062   14.825    0.007    0.003    0.008    0.005
 4-6687      293.90182  40.28190   17.884   16.899   16.516   16.324    0.005    0.003    0.002    0.005
 4-6739      294.62296  40.67264   16.866   16.344   16.140   16.042    0.005    0.004    0.001    0.003
 4-6778      294.08591  40.36898   18.106   17.196   16.850   16.674    0.007    0.004    0.005    0.003
